,values,is_preds,onhand
0,1,False,8.0
1,4,False,8.0
2,4,False,8.0
3,0,False,8.0
4,2,False,8.0
5,6,False,8.0
6,0,False,8.0
7,1,False,8.0
8,0,False,8.0
9,0,False,8.0
10,0,False,8.0
11,2,True,8.0
12,3,True,8.0
13,3,True,8.0
