,values,is_preds,onhand
0,0,False,9.0
1,0,False,9.0
2,0,False,9.0
3,0,False,9.0
4,0,False,9.0
5,0,False,9.0
6,0,False,9.0
7,12,False,9.0
8,0,False,9.0
9,0,False,9.0
10,5,False,9.0
11,5,True,9.0
12,5,True,9.0
13,5,True,9.0
