,values,is_preds,onhand
0,4,False,18.0
1,2,False,18.0
2,7,False,18.0
3,2,False,18.0
4,3,False,18.0
5,3,False,18.0
6,0,False,18.0
7,5,False,18.0
8,3,False,18.0
9,2,False,18.0
10,2,False,18.0
11,4,True,18.0
12,5,True,18.0
13,6,True,18.0
