,values,is_preds,onhand
0,1,False,8.0
1,1,False,8.0
2,1,False,8.0
3,1,False,8.0
4,1,False,8.0
5,1,False,8.0
6,0,False,8.0
7,0,False,8.0
8,0,False,8.0
9,0,False,8.0
10,0,False,8.0
11,1,True,8.0
12,2,True,8.0
13,3,True,8.0
