,values,is_preds,onhand
0,5,False,7.0
1,10,False,7.0
2,2,False,7.0
3,4,False,7.0
4,5,False,7.0
5,0,False,7.0
6,0,False,7.0
7,0,False,7.0
8,5,False,7.0
9,0,False,7.0
10,2,False,7.0
11,3,True,7.0
12,3,True,7.0
13,4,True,7.0
