,values,is_preds,onhand
0,0,False,0.264
1,0,False,0.264
2,0,False,0.264
3,0,False,0.264
4,0,False,0.264
5,0,False,0.264
6,0,False,0.264
7,0,False,0.264
8,4,False,0.264
9,0,False,0.264
10,5,False,0.264
11,0,False,0.264
12,4,True,0.264
13,3,True,0.264
14,3,True,0.264
