bar_code,title,price,cost_price,count
3158726,"Корм ""chappi"" мясное изобилие с овощ и трав 600г ",71.0,55.0,0
1501900,жатецкий гусь,133.2,104.0,3
1327821,СЫРНЫЙ ПРОДУКТ ПЛАВЛ. ФИРМЕННАЯ НАДЕЖДА 55% 500Г ЯНТАР.МИР,76.8571428571,63.0,1
17103,"ВАФЛИ ""РАЗ-ДВА"" В ШОКОЛОДЕ 30ГР /СЛАВЯНКА/",10.5,9.0,0
2331350,Сухарики 777 Со Вкусом Запеченной Вырезки С Горчицей 45г м/у,10.1428571429,8.0,2
1274396,"ЯЙЦО KINDER СЮРПРИЗ КИНДЕР ""Ледниковый период"" 20Г",72.0,64.0,0
34256,Шоколад Бабаевский,77.0,63.0,0
948962,"ЗАЖИГАЛКА ED1""CRICKET STANDARD"" ",28.9390243902,23.0,16
1411819,"Мин.Вода Майская хрустальная 1,5л. в ассорт",28.4615384615,23.0,2
15084,"КЕФИР ""ВКУСНОТЕЕВО"" 1 % 500 Г",33.5714285714,26.0,1
1209071,Whiskas курица индейка пачка 350гр.,90.2,70.0,1
1879701,СИГАРЕТЫ Marlboro IMPORTED  ,125.35,104.0,16
13050,"ЧАЙ ""ПРИНЦЕССА НУРИ"" 100ГР ВЫСОКОГОРНЫЙ СТС",53.0,46.0,0
13051,"ЧАЙ ""ПРИНЦЕССА НУРИ"" БЕРГАМОТ 25ПАК. 37,5Г ""ОРИМИ ТРЭЙД""",51.5,38.0,0
13052,"ЧАЙ ПРИНЦЕССА ЯВА ЗЕЛ.ЛИМОН 25X1,5ГР.",45.0,36.0,0
1788669,Шоколад Твикс 55г. имбирное печенье,36.3333333333,29.0,1
1097515,"Пиво светлое (пастеризованное) ""Балтика крепкое"" №9 ПЭТ,Ярославль",138.5,115.0,1
1467140,МОРОЖЕНОЕ ПЛОМБИР 500Г П/ПАКЕТ БХК  1/8,146.8,117.0,3
13063,чай Др.Ватсон крепкий 25пак.,72.6666666667,52.0,0
1356552,Ш/ПЛИТА ALPEN GOLD 90Г,67.0465116279,53.0,8
1970955,Кетчуп Слобода Шашлычный с зеленью 350 г дой пак,76.0,66.0,0
1103321,"ЙОГУРТ ""ФРУТТИС "" 5% В АСС-ТЕ 320 Г.",56.0,47.0,0
1950488,"Сигареты с фильтром ""Parliament Aqua Blue"" 145",141.625,123.0,8
2409244,СИГАРЕТЫ ЛД КЛАБ КОМ,76.8571428571,60.0,1
1297184,ДАРЛИНГ корм сух д/кош мясо.зерновые.овощи 2кг,346.0,252.0,0
1305378,Шпроты в масле Штурвал 160г,103.0,75.0,0
1332010,"ЧИПСЫ ""LAY'S"" бекон 80Г",50.1739130435,42.0,4
45868,"ЙОГУРТ ПИТЬЕВОЙ ФРУАТЕ 450Г 1,5% ВИШНЯ МОЛВЕСТ 1/16",39.6666666667,34.0,0
1866544,"ДЕСЕРТ ТВОРОЖНЫЙ В ВАФ. РОЖКЕ ""ВКУСНЫЙ ДЕНЬ"" В АСС. 15% 40ГР",13.9696969697,11.0,6
3982132," Сигареты"" KENT NANOTEK 1.0 уайт мрц 115",118.2,94.0,1
1315637,МОРОЖЕНОЕ ТРУФФАЛЬДИНО 65Г С ДЖЕМОМ ЭСКИМО БХК  1/26,30.8103448276,25.0,11
1467196,Напиток Источ. жизни ЧАЙ 0.66л. в ассор.,30.0,23.0,0
2468673,морож Пломбир 15% 100гр,30.6666666667,25.0,25
4059976,"""Ряженка Вкуснотеево"" 450 гр. 4%,Тетра Топ",42.0,37.0,0
1983305,"КЕТЧУП "" МАХЕЕВ "" 260 Г  М/У В АССОРТ.",43.25,32.0,0
9357,МАРМЕЛАД ДЕТСКИЙ СУВЕНИР МАРМЕЛАДНЫЕ ГОНКИ 70Г М/У (СЛАВЯНКА-ЛЮКС),20.5,16.0,0
1128248,мороженное рулет,119.0,95.0,0
1932118,ШОКОЛАДНЫЙ БАТОНЧИК KitKat king break 2  58Г,46.6,39.0,1
3222361,"Сигареты ""БIЛЕ СОНЦЕ классические"" мрц 60",64.7155963303,51.0,21
1778529,Пельмени Горячая штучка Бульмени с говядиной и свининой 900 гр,171.5,135.0,0
1618795,Мор-е Пломбир Черная смородина  в/ст 80г.,18.1130434783,14.0,23
1133423,РУЧКА ШАРИКОВАЯ Corvina син,18.0,13.0,0
1201008,"КУКУРУЗНЫЕ ПАЛОЧКИ ""ПЕЛИКАН"" В САХ.ПУДРЕ 65Г (60)",18.56,15.0,55
1106026,"майонез Махеев дой-пак ""Провпнсаль с лимонным соком"" 67%200мл",40.0,0.0,1
1256310,"РЕЗИНКА ЖЕВАТЕЛЬНАЯ ""DIROL"" ЯГОДНЫЙ МОРС 13,6ГР.",32.4117647059,26.0,3
2509687,Морож-е эск ПломбьероВеро чизкейк 70 г пломб с арм сыра,40.7777777778,32.0,3
1315706,"ЭСКИМО ""КАШТАН"" В ШОК. ГЛАЗУРИ 80Г",40.8344370861,32.0,30
2763643,вискас с курицей 85гр.,25.625,21.0,1
1166206,"Кофе ""Nescafe"" classic растворимый м/у 75гр, шт.",139.5,113.0,2
1190795,Перчатки латекс.,40.6666666667,29.0,0
1792909,Хортиця красная  ориг МРЦ 60.00 Сигареты,60.3425076453,48.0,65
39405,"ШОКОЛАД МОЛОЧНЫЙ ПОРИСТЫЙ ""АЛЕНКА"" 95ГР",55.0,47.0,0
1336216,"Пиво Жигулевское 0,5л",53.4,41.0,2
4005842,"Мороженое "" Стаканчик"" в асс. 65 гр.",19.6966292135,16.0,17
1201057,фреш бар,67.1666666667,49.0,0
1444775,Рис круглый крупа 800г Цитадель,43.3793103448,32.0,5
2984,"ШОК.БАТОНЧИК СНИКЕРС СУПЕР 2*47,5Г.",52.4212765957,42.0,47
2591657,Квас настоящий 1л,43.275862069,35.0,5
50092,Приправа для рыбы 15г.,16.0,11.0,0
942,"СИГАРЕТЫ ""КЕНТ"" HD FUTURA (МРЦ 47,00; МРЦ 53,00; МРЦ 56,00;63,00;83,00;100,00;105,00;110,00)",126.707119741,101.0,123
33711,ШОКОЛАД АЛЁНКА СЛАДКАЯ МОЗАЙКА 100Г,67.8,56.0,1
13534,МАКАРОННЫЕ ИЗДЕЛИЯ ШЕБЕКИНСКИЕ 450ГР ВЕРМИШЕЛЬКА ЛЕГКАЯ №111 1/28ШТ,49.0,37.0,0
953,НАПИТОК ГАЗИРОВАННЫЙ КОКА-КОЛА 1Л 1/12,68.7142857143,55.0,7
2892734,"Чипсы ""Estrella"" Со вкусом сметаны и лука 60г",46.7142857143,39.0,1
13248,парламент,139.481228669,107.0,58
2763713," корм ""Whiskas"" Для котят от 1 до 12 месяцев, рагу с курицей, 85г",20.5,16.0,0
1297347,"КРУПА ПШЕНО ""ВОЛОЖКА"" 700ГР М/У",35.7777777778,30.0,1
1297349,"РИС ""ВОЛОЖКА"" КРАСНОДАРСКИЙ 800ГР",63.4743589744,53.0,15
2974662,"Сухарики "" Хрусteam"" к пенному кальмар 90г, в ас- те",35.5714285714,29.0,1
1100744,Масло сливочное,73.55,57.0,4
3017,"Пиво светлое (пастеризованное) ""Балтика Кулер"" в бут,Самара",57.0909090909,45.0,4
1297911,"МУКА БЛИННАЯ ""С. ПУДОВЪ"" КЛАССИЧЕСКАЯ 1 КГ",55.0,47.0,0
1180623,Кондиционер для белья 1л. ,79.0,64.0,0
1447075,"V ПИВО "" БАЛТИКА КЛАССИЧЕСКОЕ 3"" 4.8% О.45Л ж.б ",49.8292682927,40.0,16
1551318,ШОКОЛАДНЫЙ КАПРИЗ 30% СЫРОСОДЕРЖ. ПРОД ПЛАВЛ,10.7333333333,9.0,3
1323994,Сырок пл Городской 70г Воронеж,10.1666666667,8.0,1
1221595,"ВЕРМИШЕЛЬ Б/П ""РОЛЛТОН"" КУРИЦА 60Г (100)",14.7192982456,12.0,57
1398608,"Напиток Дюшес 0,5 газ стекло",36.3673469388,29.0,9
1291249,"ЛАК ДЛЯ ВОЛОС""ДЖЕТ FLEXIBLE"" ОБЪЕМ И СТОЙКОСТЬ 300 МЛ",143.0,117.0,0
1305574,ТУШЕНКА - ГОВЯЖЬЯ ВЫСШИЙ СОРТ ГОСТ МЯСОФФ Ж/Б 325 ГР,100.0,84.0,0
1098727,"КОРМ Д/КОШЕК ""ФРИСКИС"" 300ГР СУХ. КРОЛИК/ОВОЩИ ДЛЯ СТЕРИЛИЗ.",84.6666666667,70.0,0
1286312,СЫР плавленный Надежда 55% 70Г.,9.2380952381,7.0,4
1252338,Китекат сух 800г. в ассортименте,126.9375,98.0,3
1303540,"МУКА ""БЕЛО-НЕЖНАЯ"" ПШЕНИЧНАЯ В/С 2 КГ",84.0,67.0,0
1522687,Мука СоветХоз.в/с 2кг.,76.6666666667,61.0,1
2737158,""" ДИРОЛ "" 14 ГР В АССОРТ.",30.3333333333,24.0,0
2243593,Винстон с ментолом,113.375,94.0,1
2427914,"18 Пельмени Мириталь ""Сибирские"" 0,450 кг",86.0,69.0,0
15373,КУКУРУЗА БОНДЮЭЛЬ 150-170ГР С КОЛЬЦОМ Ж/Б,61.0,0.0,6
35854,ВАФЛИ БЕЛОГОРОЧКА СЛИВОЧНЫЕ 215ГР.,45.0,38.0,0
15375,ГОРОШЕК ЗЕЛЕНЫЙ БОНДЮЭЛЬ НЕЖНЫЙ 200Г Ж/Б (КУБАНСКИЕ КОНСЕРВЫ),55.3333333333,44.0,0
1301521,"СУП РАССОЛЬНИК ДОМАШНИЙ НА 3 ПОРЦИИ ""РУССКИЙ ПРОДУКТ"" 65Г.",25.0,22.0,0
1160366,"Мини-тортик ""Боярушка"" классический 38гр, шт.",10.3,8.0,2
1362976,пиво Туборг,73.6666666667,60.0,4
1139888,"МОЛОКО СГУЩЕННОЕ С САХАРОМ 8,5% М/У 270Г (ЗАО ""ВЕРХОВСКИЙ МКЗ"")",51.8,41.0,1
1475621,"ПЛОМБИР ""БОДРАЯ КОРОВА"" КЛАССИЧ. 75Г.",26.8137931034,22.0,29
1332263,"ПЕЛЬМЕНИ (РАВИОЛИ) ""МЕДВЕЖЬЕ УШКО"" ИЗ ОТБОРНОЙ СВИНИНЫ И ГОВЯДИНЫ 430Г.",104.6,84.0,1
4029483,"Пивной напиток пастеризованный ""Виндар ""Со вкусом Клюквы"" об.1,49л 6,9% ПЭТФ",87.6666666667,67.0,0
1256494,43938 Кофе Jacobs Monarch раст. крист. м/у 9*150 г.¶,337.819444444,245.0,14
9267,"ДОБРЫЙ НАПИТОК 0,45Л ПАЛПИ ГРЕЙПФРУТ( СРОК 9МЕС ) / КОКО-КОЛА /*12",51.1739130435,41.0,4
1076,"Пиво ""Клинское Светлое"" светлое пастеризованное БУТ 0,5 л",50.625,43.0,1
2679864,"Дирол 13,6г в ассорт.",27.5,20.0,1
1306804,Сахар-Песок вес,57.2857142857,46.0,1
1451071,ГРЕЧНЕВАЯ крупа  800г  (Малахов) (15),51.8076923077,44.0,20
1193024,"ШАМПУНЬ ""ЧИСТАЯ ЛИНИЯ"" Пшеница и Лен  400МЛ",137.5,111.0,0
1711171,СИГАРЕТЫ PHILIP MORRIS DARK BLUE МРЦ 65-00,70.6931818182,58.0,17
1107013,Гламур желтый,96.6315789474,78.0,3
1741899,Арсенальное крепкое,145.048780488,120.0,8
1174614,"ГРЕНКИ ""ШТУРВАЛ"" 40ГР В АССОРТ",20.0,17.0,0
1129560,ШОКОЛАДНЫЙ БАТОНЧИК С НАЧИНКОЙ 50 Г. Ф-КА КРУПСКОЙ,27.75,23.0,1
3509351,"Семечки ""Богучарские с арахисом"" MIX 80г*30",29.5,25.0,0
1129580,Дихлофос Варан 190мл Красный,81.6666666667,70.0,0
1391725,"Пиво Жигулевское 1,5л",149.8,122.0,4
12722,ШОКОЛАД МОЛ. НАЧИНКА КИНДЕР 50ГР.,47.7692307692,37.0,2
2940022,Биойогурт Слобода в ас.2.9% 125г.,18.0,15.0,0
1367160,"Молоко паст. 3,2% Белый город 0,93л",59.5384615385,48.0,5
1246329,"Спрайт 0,5, пластиковая бутылка",48.9,39.0,2
1367163,"Молоко паст. 2,5% Белый город 0,93л",51.0476190476,40.0,12
11388,"батончик ""ОБЫКНОВЕННОЕ ЧУДО""  шокол 55Г",17.2,13.0,1
15486,"""ВИСКАС"" РАГУ С ГОВЯДИНОЙ И ЯГНЁНКОМ 85 Г.",22.25,18.0,0
13439,СКОБЫ ДЛЯ СТЕПЛЕРА №24/6 НИКЕЛЬ,28.9090909091,21.0,2
15490,"КОРМ Д/КОШЕК ""ФРИСКИС"" 85ГР ГОВЯДИНА",20.3571428571,16.0,2
2298731,"Пиво светлое ""Жигули Барное"" безалкогольное ж/б 0,5 л",56.6666666667,45.0,2
1150486,Майонез Слобода Провансаль 67% 800мл,124.16,101.0,5
1299597,"Пиво светлое (пастеризованное) ""Жатецкий Гусь"" (""Zatecky Gus"") в",64.1,51.0,2
1309838,сок Дивный Сад 0.2л персиковый,17.6153846154,14.0,2
9359,МАРМЕЛАД ДЕТСКИЙ СУВЕНИР МАРМЕЛАДНЫЕ МЕДВЕЖАТА 70Г М/У (СЛАВЯНКА-ЛЮКС),19.5,16.0,0
1209488,Next Violet HW,81.1298701299,64.0,15
2559123,"Сметана ""Вкуснотеево"" 15%300гр. стакан",64.0,57.0,0
2458774,Ежедневные прокладки Натали 20шт.,46.25,40.0,0
1330333,Диски косметические ватные 80 шт,55.0,48.0,0
13472,"ПЕЛЬМЕНИ ""БУЛЬМЕНИ"" СО СЛИВОЧНЫМ МАСЛОМ  900Г",179.1,140.0,2
40097,Спички Балабановские,1.5,1.0,150
1127587,"Йогурт Сочный Молочный 1,2% 95г",12.9444444444,10.0,3
2317479,ложка морожка пломбир шоколадный вафельный стакан  80 г,31.7333333333,26.0,3
5100713,Сметана Вкуснотеево,64.0,46.0,0
1334446,"ТЕТРАДЬ 48Л. А5 КЛЕТКА ""ПАВЛИНЫ. ЦВЕТЫ"", ГЛЯНЦЕВЫЙ УФ-ЛАК",23.8888888889,19.0,1
1242288,Сигареты с фильтром L&M Blue Label 90,96.9,79.0,2
1334449,Тетрадь 48л клетка,27.0,20.0,0
3153081,"Чипсы ""LAY 'S MAXX"" куриные крылышки барбекю 75 гр.",50.5,42.0,1
1174715,сок Дивный Сад 0.2л в ассорти,18.3157894737,14.0,3
3525493,"ШОКОЛАД ""ВОЗДУШНЫЙ"" в ас-те 85Г молочный",67.6666666667,53.0,0
1930433,"Пиво Чешское светлое 1,5л",128.914473684,102.0,30
1254602,"ЦВЕТНЫЕ ФЛОМАСТЕРЫ ЧЕХИЯ ""CENTROPEN"" 6ШТ.",78.0,68.0,0
1315703,МОРОЖЕНОЕ ПЛОМБИР 65Г В/СТ БХК  1/45,19.7777777778,16.0,9
1334479,Тетрадь общая 48л линейка,55.0,40.0,0
1371344,"ПЛОМБИР ""БОДРАЯ КОРОВА"" КЛАССИЧ. 180Г.",65.0454545455,53.0,8
1154257,"ЗУБНАЯ ЩЕТКА ""DIES SIMPLY"" СРЕДНЯЯ",32.0,26.0,0
1197274,Чипсы  Лейс сметана зелень 40гр,26.4814814815,21.0,5
2882780,Сырок творож.глаз. Вкуснотеево Премиум 15% клубника 40г пленка,24.0,21.0,0
1298298,Чай Ассам зеленый 25 пакет,72.6666666667,63.0,0
1303774,Мука  ДЕРЕВЕНСКИЙ МОТИВОСТ  ГОСТ  2 кг (6),49.8888888889,39.0,1
13535,МАКАРОННЫЕ ИЗДЕЛИЯ ШЕБЕКИНСКИЕ 450ГР РОЖОК ПОЛУБУБЛИК №202 1/28ШТ,51.7727272727,40.0,4
1105120,Чипсы  Лейс со вкусом сметаны и зелени  80гр ,47.6666666667,38.0,0
29923,РЫБЯТА МЕНЯ УНИВЕР КОРМ,40.0,30.0,0
13543,МАКАРОННЫЕ ИЗДЕЛИЯ ШЕБЕКИНСКИЕ 450ГР СПАГЕТТИ №002 1/28ШТ,47.4,37.0,1
54512,ПШЕНО КРУПА 400Г. КАРТОН 5Х80Г.(15МЕС) /КУБАНСКАЯ КУХНЯ/ *6,40.0,33.0,0
54513,крупа рис коробка пакет Кубанская кухня,55.0,48.0,0
54514,"крупа ячменивая коробка,пакет. Кубанская кухня",37.0,31.0,0
1371359,мороженое пломбир шоколадный в вафельном стаканчике 15%  100г,31.0281690141,25.0,14
1541381,чай майский,20.358490566,16.0,10
2950443,"Семечки ""Богучарские"" очищенные в стакане, 75г/15",26.4,20.0,1
1512751,"КАЛЬМАР НАТУРАЛЬНЫЙ ""ШТУРВАЛ""  185 Г (Ж/Б)",73.0,56.0,0
9522,"Лимонад 0,5",19.6666666667,15.0,1
2611,Оболонь Светлое ПЭТ бутылка светлое пастеризованное фильтрованное,89.25,71.0,0
1520949,КОНФЕТЫ АССОРТИ 108г МОЛОЧНЫЙ КОРКУНОВ 1/12,220.0,194.0,0
27959,ЧИПСЫ РУССКАЯ КАРТОШКА 50Г. АССОРТИ,34.0588235294,27.0,3
9530,"НАПИТОК ГАЗИРОВАННЫЙ КОКА-КОЛА 1,5Л 1/9",90.5714285714,73.0,2
2874683,"Сигареты с фильтром ""Bond Street Compact бело-синий 85",86.5555555556,74.0,1
1801532,"МОЛОКО ""PARMALAT"" 2.5 % 1Л (ПЛ/БУТ)",54.4,43.0,1
3392,"ЧАЙ ""GREENFIELD"" GOLDEN CEYLON 50Г 25Х2Г",90.5,66.0,0
3393,ЧАЙ ПРИНЦЕССА НУРИ ВЫСОКОГОР.25X2ГР.,43.3571428571,34.0,2
1433483,МАЙОНЕЗ БЕЛЫЙ ГОРОД 250Г 67% ПРОВАНСАЛЬ М/У БМК  1/20,32.0208333333,26.0,9
3396,"ЧАЙ ""ПРИНЦЕССА НУРИ"" В АССОРТИМ. 25ПАК.",50.0,40.0,0
5454,Лимонад,35.4716981132,29.0,10
1174863,"ЧАЙ ПРИНЦЕССА НУРИ СЕВЕРНЫЕ ЯГОДЫ ООО ""ОРИМИ ТРЭЙД"" ПАЧ 25*1,5Г",49.0,39.0,1
1699153,"Кетчуп ""Слобода"" шашлычный"" 200г",49.2,41.0,1
1209687,"Шоколадный батончик ""Bounty Trio""",55.0,0.0,21
1512794,КИСЕЛЬ ДАЧНЫЙ ФРУКТОВЫЙ 220Г,25.0,18.0,0
1342351,ТЕТРАДЬ ОБЩАЯ ПРЕДМЕТНАЯ ИНФОРМАТИКА *60,15.0,12.0,0
1367388,Орбит классический,25.4090909091,20.0,4
1563158,"Кисель моментальный ""Сладо"" Клубника, 35г",13.0,11.0,0
2336099,СИГАРЕТЫ ФИЛИП МОРРИС СИНИЙ (ОПТИМА)  65-00,72.1460674157,59.0,17
1158501,Король лев,87.0,69.0,0
1512807,Чипсы Лайк! Чипс 20г в асс.,11.6666666667,9.0,1
1221992,"Шок. ""Воздушный"" Белый 85гр.",63.5,46.0,0
2303338,"ВОДА МИНЕРАЛЬНАЯ МАЙСКАЯ ХРУСТАЛЬНАЯ 1,5Л Н/ГАЗ  ",29.1515151515,23.0,19
40300,"""СЛОБОДА"" МАЙОНЕЗ ПРОВАНСАЛЬ ДОЗ. 230МЛ.",36.36,28.0,5
1215856,"шоколадный батончик ""Snickers"" 50г",35.0,0.0,4
1730033,Корм для кошек PERFECT FIT для стерилизованных с курицей  190 г. 21230 /16,72.6666666667,55.0,0
2925940,"Мороженое ""Пломбьеро Веро"" пломбир в шок.оболочке эскимо 80 гр",46.75,38.0,4
1502586,"ГРЕНКИ ""ЕМЕЛЯ"" ОКТОБЕРФЕТ РЖАНЫЕ 50 Г",19.5,15.0,0
2440571,Сигареты Ява зол кр(85),78.8541666667,62.0,28
28031,"КОФЕ ""ЖАРДИН"" КОЛУМБИА МЕДЕЛЛИН М У 75 Г.",163.375,131.0,1
2921860,Нескафе класик,189.5,156.0,0
1283461,"ЛЕДЕНЦЫ ОТ КАШЛЯ ""HALLS"" СО ВКУСОМ АРБУЗА 33,5 Г",30.8,24.0,2
2008458,Сигареты Хортица синяя оригинальные,60.5,49.0,2
1305997,"ВОДА МИНЕРАЛЬНАЯ МАЙСКАЯ ХРУСТАЛЬНАЯ 0,5Л Н/ГАЗ  1/8",19.1549295775,15.0,14
1869720,Кутчуп Махеев ассортим 260гр,43.4285714286,36.0,1
1295764,ХЛЕБ ДАРНИЦКИЙ НОВЫЙ 650Г ФОРМОВОЙ КОЛОС 1/16,23.0231213873,18.0,34
1295765,Хлеб по- Украински,26.3193717277,21.0,38
1512854,ХЛЕБЦЫ KУKУРУЗНЫЕ 75,23.1111111111,19.0,1
1785239," Шоколадный батончик ТМ ""Nestle""Nesquik 43г",34.3333333333,25.0,0
1394072,ХЛЕБЦЫ КУБАНСКИЕ ХРУСТЯЩИЕ В АСС-ТЕ 100ГР.,25.0,21.0,2
1306009,"ВОДА МИНЕРАЛЬНАЯ МАЙСКАЯ ХРУСТАЛЬНАЯ 0,5Л ГАЗ  1/8",21.3170731707,17.0,16
1295771,БАТОН ПЕКТИНОВЫЙ 380Г КОЛОС  1/12,30.6666666667,23.0,0
1353116,"ЛЕГГИНСЫ Д/ДЕВ ""КОНТЕ"" В АССОРТ. АРТ.6С-14СП (140-152)",165.0,133.0,0
1295774,БАТОН ПЕКТИНОВЫЙ 380Г В НАРЕЗКЕ КОЛОС 1/12,33.3708333333,27.0,48
12529,MARLBORO,124.636363636,104.0,2
1306030,Напитопк Груша 1л Майская хрустальная,62.2666666667,51.0,12
2944434,Сигареты с фильтром Winston XStyle Blue ОС100р,107.021276596,85.0,65
1422773,Felix консервы 85гр для кошек Кролик аппетитные кусочки в желе (пауч),25.1612903226,20.0,6
9660,"Пиво светлое (пастеризованное) ""Большая Кружка Янтарное"" ПЭТ,Ростов",106.2,78.0,4
1641920,"Пиво Жигулевское 1,0л",93.85,71.0,4
1459104,Конфета Супер,11.1428571429,9.0,5
1289666,Майонез Махеев провансаль 400 мл ,59.5555555556,48.0,3
1295813,Хлеб Ивнянский,28.635193133,23.0,93
1105351,чай Доктор Ватсон смородина 25пак.,70.5,54.0,0
1235191,"ЧАЙ ""Принц.Гита"" Single 25пак ИНДИЯ",33.6666666667,27.0,1
1283536,"МЫЛО ЖИДКОЕ ДЛЯ КУХНИ ""SARMA"" ЛИМОН 300МЛ.",71.5,58.0,0
1111513,Стирал. порошок МАРА утрен.свежесть 400гр руч стир.,66.3333333333,54.0,0
6735,"Пиво ""Черниговское светлое"" светлое пастеризованное ПЭТФ 0,95 л",103.0,83.0,0
1175006,Фрискис 85г. Конс в ассортименте,19.25,15.0,3
1269218,Продукт Йогуртовый Альплэнд 7. 5% 90гв асс,17.3333333333,14.0,1
1306083,"ВОДА ГАЗИРОВАННАЯ МАЙСКАЯ ХРУСТАЛЬНАЯ 1,5Л ГРУША  1/6",29.0833333333,23.0,2
1531368,"СПРЕД БЕЛГОРОДСКИЙ 200Г 62,5% К ЧАЮ ФОЛЬГА БМК  1/24",32.8378378378,27.0,7
24041,"ПЕЛЬМЕНИ ""ИРКУТСКИЕ"" (ГОВ.+СВИН.) 900Г.МИРИТАЛЬ",191.0,156.0,0
1014696,"ОСВЕЖИТЕЛЬ ВОЗДУХА ""ГОЛД"" В АСС-ТЕ 300 МЛ.",65.4,47.0,1
1091999,ШОКОЛАД АЛЕНКА С МОЛОЧНО-ЗЛАКОВОЙ НАЧИНКОЙ 48ГР,23.1538461538,19.0,2
1381879,Сок Дивный сад абрикос 1л,40.3571428571,32.0,2
1947131,"Пиво светлое пастеризованное ""Туборг Грин"" (""Tuborg Green"") СПб в ж/б 0.45л 4.6%",68.0,53.0,1
34304,"БАТОНЧИК ШОКОЛАДНЫЙ ""NUTS"" МЕГА БАЙТ 66 Г",53.5,40.0,0
1187350,"ТВОРОЖОК ""ЭРМИК"" ДЕТСКИЙ КЛУБНИКА 4,5% 55Г",14.7,12.0,6
1568282,Сигареты с фильтром Bond Street Blue Selection 90,84.1111111111,67.0,7
1267228,СЕМЕЧКИ ПОДСОЛНЕЧНИКА РЕЛАКС 35Г  1/30,11.0833333333,9.0,9
1222180,14280 Чай Принцесса Нури HG высоког.2620 (0199-36)цейл. с/я 36*50*2 г.¶,82.0,69.0,0
48677,"""Nescafe Classic""Кофе ж/б 100г.",187.5,139.0,0
1575,Жигули Барное бутылка светлое пастеризованное фильтрованное,53.6829268293,44.0,24
1457706,"ПЕЛЬМЕНИ ""СТАРОДВОРСКИЕ"" АРОМАТУШКИ С ПРИПРАВОЙ 430Г",95.0,75.0,0
1246765,"ЧИПСЫ ""LAY'S"" краб 80Г",48.0,37.0,3
1364233,колготки ESLI,100.0,0.0,0
1297981,"ЧАЙ ""ТЕТ"" ""БРИТАНСКАЯ ИМПЕРИЯ"" 25ПАК.",80.0,59.0,0
1171012,сухой корм вискас 650г 1+ лосось,91.0,70.0,0
6737477,"сигареты с фильтром Winston Blue, MРЦ 110",105.891304348,84.0,9
1158727,"ЧИПСЫ ""РУССКАЯ КАРТОШКА"" В АСС-ТЕ 20Г",14.5833333333,12.0,2
1334856,Тетрадь общая 48л клетка,30.5,24.0,0
1310281,"КЕФИР БЕЛЫЙ ГОРОД 1Л 2,5% М/У   1/20",52.6391752577,43.0,19
9806,сухарики хрустим,23.0,20.0,0
28239,филип морис,62.08,48.0,10
1310290,"МОЛОКО ""БЕЛЫЙ ГОРОД"" 2,5% 1Л Ф/П",43.2938596491,34.0,45
2037334,Спред раст. слив. Земляночка 68% 400г.,97.0,74.0,0
1166936,Garnier MEN дезодорант-спрей Невидимый 150мл,187.0,143.0,0
1628,"Пиво ""Ловенбрау Оригинальное"" светлое пастеризованное СТЕКЛЯННАЯ БУТЫЛКА 0,5 л",87.0,70.0,0
2309728,"Пиво светлое ""Балтика ЭКСПОРТНОЕ"" ,N-7 0.9 л 5.4% ж/б .,г.Самара",108.510638298,92.0,28
1097313,ЛАК Д/ВОЛОС КРАСНАЯ ЛИНИЯ ЭКСТРАСИЛЬНАЯ ФИКСАЦИЯ 250МЛ,123.0,93.0,0
1713763,Минеральная лечебно-столовая вода Казбек-Аква (газ) 1.5л,27.6666666667,22.0,0
24165,"Пиво темное пастеризованное ""Бархатное Фирменное"" в бут, Тула",59.5,46.0,1
2063245,"Сиг ""Донской Табак"" темный мрц 74",71.2692307692,57.0,10
1246827,"МАЙОНЕЗ ""СЛОБОДА"" ОЛИВКОВЫЙ 67 % 94ГР. (ДОЙ-ПАК)",20.3333333333,17.0,1
3694,мальборо,124.227272727,97.0,4
2418287,"Кофе ""  Nescafe golg"" 95 гр.",217.0,181.0,2
1369712,Сигареты Kiss summer  романтик суперлайт МРЦ 85 00 ,86.0,69.0,0
30322,"НАПИТ. ГАЗ ""SCHWEPPES"" ИНДИАНА ТОНИК 1Л",75.2,59.0,1
1701492,"Сиг KISS dream superslims ОС, МРЦ 90,00 руб",87.4747474747,67.0,19
5750,"Пивной напиток ""Сибирская корона со вкусом лайма"" пастеризованный СТЕКЛЯННАЯ БУТЫЛКА 0,5 л",72.0,57.0,0
2319997,Дирол ж/р ассорти,31.6666666667,26.0,0
1986183,сигареты с фильтром LD RED ОС  85р,91.1111111111,76.0,1
1224328,"НАПИТОК БЕЗАЛК.""RC КОЛА"" Ж/Б 0,33Л. АКВАЛАЙФ",37.724137931,30.0,17
1259150,"ТВОРОЖОК ДЕТСКИЙ ""EHRMANN"" ЭРМИК В АССОРТИМЕНТЕ 4,5 % 55 Г (1 ШТ.)",15.1111111111,12.0,7
1093263,"КРЕМ ДЕТСКИЙ ""ТИК-ТАК"" 41Г.",46.0,40.0,0
18064,"КИЛЬКА В Т/С ""БАРС"" 250Г (Ж/Б)",51.6,41.0,1
2556526,"Квас ""Яхонт Трапезный"" 2 л.",73.3333333333,59.0,1
1220253,"ШОКОЛАД ""DOVE"" В АССОРТИМЕНТЕ  90 Г",110.0,0.0,0
1891999,Ежедневные прокладки Белла 20шт.,47.6,35.0,1
