17846,23293,10171,11013,58864,108664
1416650,1724814,1268722,3721,3458096,1636314
18335,1332782,1334124,2315324,3522032,1850645
29165,1665523,47789,2332787,18013,1400409
22010,2026,1570,2363327,0,1280164
5454,39103,1086328,1227008,0,1804408
1416649,25190,29287,2328733,0,26530
20410,56,1561847,2399967,0,1389212
1544449,8713,1180992,2320385,0,15516
43842,24437,1996929,1793284,0,14970
1246453,1141137,1240333,2451151,0,3918907
