,values,is_preds,onhand
0,5,False,1.6
1,4,False,1.6
2,7,False,1.6
3,3,False,1.6
4,5,False,1.6
5,10,False,1.6
6,6,False,1.6
7,3,False,1.6
8,4,False,1.6
9,2,False,1.6
10,3,False,1.6
11,1,False,1.6
12,3,True,1.6
13,4,True,1.6
14,4,True,1.6
