,values,is_preds,onhand
0,21,False,13.485
1,37,False,13.485
2,21,False,13.485
3,42,False,13.485
4,18,False,13.485
5,35,False,13.485
6,27,False,13.485
7,19,False,13.485
8,22,False,13.485
9,12,False,13.485
10,50,False,13.485
11,13,False,13.485
12,33,True,13.485
13,25,True,13.485
14,22,True,13.485
