,values,is_preds,onhand
0,4,False,2.0
1,4,False,2.0
2,2,False,2.0
3,0,False,2.0
4,9,False,2.0
5,4,False,2.0
6,3,False,2.0
7,1,False,2.0
8,3,False,2.0
9,7,False,2.0
10,4,False,2.0
11,2,False,2.0
12,5,True,2.0
13,5,True,2.0
14,6,True,2.0
