,values,is_preds,onhand
0,7,False,8.0
1,3,False,8.0
2,0,False,8.0
3,0,False,8.0
4,5,False,8.0
5,2,False,8.0
6,3,False,8.0
7,4,False,8.0
8,3,False,8.0
9,2,False,8.0
10,1,False,8.0
11,8,False,8.0
12,3,True,8.0
13,4,True,8.0
14,4,True,8.0
