,values,is_preds,onhand
0,6,False,10.0
1,14,False,10.0
2,0,False,10.0
3,6,False,10.0
4,6,False,10.0
5,5,False,10.0
6,5,False,10.0
7,6,False,10.0
8,4,False,10.0
9,8,False,10.0
10,10,False,10.0
11,10,False,10.0
12,9,True,10.0
13,9,True,10.0
14,9,True,10.0
