,values,is_preds,onhand
0,0,False,25.0
1,3,False,25.0
2,8,False,25.0
3,8,False,25.0
4,2,False,25.0
5,0,False,25.0
6,5,False,25.0
7,4,False,25.0
8,4,False,25.0
9,0,False,25.0
10,2,False,25.0
11,25,False,25.0
12,3,True,25.0
13,4,True,25.0
14,4,True,25.0
