,values,is_preds,onhand
0,0,False,149.0
1,0,False,149.0
2,0,False,149.0
3,0,False,149.0
4,0,False,149.0
5,0,False,149.0
6,1,False,149.0
7,4,False,149.0
8,7,False,149.0
9,7,False,149.0
10,7,False,149.0
11,8,True,149.0
12,8,True,149.0
13,9,True,149.0
